sp_id	stcotrbg	hh_race	hh_income	latitude	longitude
11054856	420659508003	1	18000	41.0453856	-78.8263789
11054857	420659508003	1	41900	41.0426903	-78.8255573
11054858	420659508003	1	25700	41.0427208	-78.8252616
11054859	420659508003	1	67600	41.0455780	-78.8264687
11054860	420659508003	1	15000	41.0510016	-78.8192116
11054861	420659508003	1	20000	41.0516982	-78.8183788
11054862	420659508003	1	32000	41.0509242	-78.8191700
11054863	420659508003	1	39000	41.0508364	-78.8187875
11054864	420659508003	1	25000	41.0508265	-78.8189712
11054865	420659508003	1	9800	41.0455586	-78.8261654
11054866	420659508003	1	11450	41.0458786	-78.8259447
11054867	420659508003	1	24000	41.0451553	-78.8252479
11054868	420659508003	1	42600	41.0507569	-78.8176616
11054869	420659508003	1	26000	41.0510527	-78.8172087
11054870	420659508003	1	5100	41.0487986	-78.8240686
11054871	420659508003	1	42500	41.0485398	-78.8245464
11054872	420659508003	1	16000	41.0492024	-78.8239457
11054873	420659508003	1	11310	41.0550444	-78.8157430
11054874	420659508003	1	29600	41.0485587	-78.8242758
11054875	420659508003	1	20500	41.0489639	-78.8236654
11054876	420659508003	1	24700	41.0527736	-78.8226928
11054877	420659508003	1	57500	41.0455409	-78.8245171
11054878	420659508003	1	10100	41.0491972	-78.8245357
11054879	420659508003	1	16800	41.0520616	-78.8223290
11054880	420659508003	1	68500	41.0490612	-78.8247254
11054881	420659508003	1	40000	41.0523016	-78.8218035
11054882	420659508003	1	21200	41.0503966	-78.8180867
11054883	420659508003	1	31800	41.0532966	-78.8161361
11054884	420659508003	1	14200	41.0493152	-78.8237590
11054885	420659508003	1	20000	41.0537433	-78.8162221
11054886	420659508003	1	36650	41.0533341	-78.8155199
11054887	420659508003	1	48700	41.0488037	-78.8246442
11054888	420659508003	1	16300	41.0534563	-78.8154926
11054889	420659508003	1	31550	41.0536324	-78.8159157
11054890	420659508003	1	80300	41.0534313	-78.8161181
11054891	420659508003	1	23100	41.0489545	-78.8238048
11054892	420659508003	1	35000	41.0532487	-78.8156238
11054893	420659508003	6	68850	41.0486262	-78.8245120
11054894	420659508003	1	63000	41.0457153	-78.8229611
11054895	420659508003	1	47700	41.0502827	-78.8179709
11054896	420659508003	1	63000	41.0525753	-78.8213619
11054897	420659508003	1	115800	41.0462454	-78.8266439
11054898	420659508003	1	28000	41.0516378	-78.8210013
11054899	420659508003	1	52800	41.0510999	-78.8225003
11054900	420659508003	1	30000	41.0515567	-78.8224326
11054901	420659508003	1	22000	41.0511910	-78.8225805
11054902	420659508003	1	16200	41.0462902	-78.8256665
11054903	420659508003	1	21120	41.0501964	-78.8215052
11054904	420659508003	1	40200	41.0513819	-78.8216242
11054905	420659508003	1	9600	41.0509794	-78.8213983
11054906	420659508003	1	38700	41.0465215	-78.8257077
11054907	420659508003	1	41640	41.0506444	-78.8215740
11054908	420659508003	1	21240	41.0499149	-78.8212951
11054909	420659508003	1	4200	41.0530237	-78.8171178
11054910	420659508003	1	35708	41.0542462	-78.8231267
11054911	420659508003	1	31200	41.0483465	-78.8248267
11054912	420659508003	1	26630	41.0484762	-78.8245231
11054913	420659508003	1	20000	41.0483400	-78.8241356
11054914	420659508003	1	57800	41.0533299	-78.8203059
11054915	420659508003	1	23400	41.0530978	-78.8204450
11054916	420659508003	1	23500	41.0528016	-78.8210027
11054917	420659508003	1	32200	41.0537687	-78.8164216
11054918	420659508003	1	91900	41.0525910	-78.8170132
11054919	420659508003	1	34200	41.0542026	-78.8225235
11054920	420659508003	1	16600	41.0541270	-78.8235038
11054921	420659508003	1	36060	41.0532009	-78.8176192
11054922	420659508003	1	15500	41.0521571	-78.8172522
11054923	420659508003	1	30200	41.0524295	-78.8174727
11054924	420659508003	1	73000	41.0508726	-78.8170081
11054925	420659508003	1	44000	41.0546838	-78.8245080
11054926	420659508003	1	25700	41.0485770	-78.8259589
11054927	420659508003	1	59900	41.0458052	-78.8273070
11054928	420659508003	1	35230	41.0525593	-78.8215485
11054929	420659508003	1	57300	41.0518036	-78.8207856
11054930	420659508003	1	23700	41.0478813	-78.8251833
11054931	420659508003	1	30000	41.0453033	-78.8272203
11054932	420659508003	1	20400	41.0458623	-78.8270762
11054933	420659508003	1	54900	41.0541336	-78.8191826
11054934	420659508003	1	69000	41.0538363	-78.8250515
11054935	420659508003	1	20900	41.0479922	-78.8254319
11054936	420659508003	1	33000	41.0536779	-78.8259634
11054937	420659508003	1	50000	41.0533863	-78.8196082
11054938	420659508003	1	54600	41.0534329	-78.8255539
11054939	420659508003	1	85000	41.0539223	-78.8198521
11054940	420659508003	1	27300	41.0505178	-78.8161997
11054941	420659508003	1	20300	41.0531001	-78.8247392
11054942	420659508003	1	42800	41.0539188	-78.8220473
11054943	420659508003	1	18000	41.0540101	-78.8237507
11054944	420659508003	1	15090	41.0545180	-78.8239160
11054945	420659508003	1	12800	41.0532893	-78.8240387
11054946	420659508003	1	35000	41.0537735	-78.8221436
11054947	420659508003	1	41600	41.0537219	-78.8220585
11054948	420659508003	1	45000	41.0489443	-78.8123348
11054949	420659508003	1	44700	41.0488057	-78.8255557
11054950	420659508003	1	40000	41.0531317	-78.8248818
11054951	420659508003	1	40800	41.0489799	-78.8257522
11054952	420659508003	1	10600	41.0493617	-78.8117838
11054953	420659508003	1	34400	41.0490714	-78.8284070
11054954	420659508003	1	23000	41.0491837	-78.8279917
11054955	420659508003	1	35000	41.0528784	-78.8229849
11054956	420659508003	1	20000	41.0535071	-78.8224999
11054957	420659508003	1	47000	41.0540378	-78.8169665
11054958	420659508003	1	18810	41.0524439	-78.8239610
11054959	420659508003	1	13600	41.0526835	-78.8239069
11054960	420659508003	1	38900	41.0544576	-78.8167677
11054961	420659508003	1	9300	41.0480132	-78.8216124
11054962	420659508003	1	23000	41.0478654	-78.8205612
11054963	420659508003	1	21500	41.0471469	-78.8207928
11054964	420659508003	1	57500	41.0534013	-78.8185495
11054965	420659508003	1	33728	41.0475066	-78.8227275
11054966	420659508003	1	30000	41.0536517	-78.8186253
11054967	420659508003	1	64700	41.0532775	-78.8223601
11054968	420659508003	1	116000	41.0487859	-78.8109141
11054969	420659508003	1	32000	41.0491586	-78.8107805
11054970	420659508003	1	96000	41.0537134	-78.8231257
11054971	420659508003	1	22900	41.0543991	-78.8146201
11054972	420659508003	1	8570	41.0498109	-78.8250299
11054973	420659508003	1	15900	41.0499591	-78.8254936
11054974	420659508003	1	18000	41.0527790	-78.8191876
11054975	420659508003	1	23700	41.0527944	-78.8195276
11054976	420659508003	1	79300	41.0554578	-78.8170633
11054977	420659508003	1	55000	41.0554509	-78.8162917
11054978	420659508003	1	15800	41.0539523	-78.8143531
11054979	420659508003	1	63800	41.0532971	-78.8053875
11054980	420659508003	1	10000	41.0521318	-78.8051940
11054981	420659508003	1	25700	41.0529461	-78.8151620
11054982	420659508003	1	27600	41.0543181	-78.8079436
11054983	420659508003	1	16100	41.0539473	-78.8079468
11054984	420659508003	1	21700	41.0505032	-78.8278724
11054985	420659508003	1	31100	41.0537357	-78.8092161
11054986	420659508003	1	11520	41.0505139	-78.8280792
11054987	420659508003	1	32800	41.0543356	-78.8096376
11054988	420659508003	1	99400	41.0478136	-78.8057797
11054989	420659508003	1	53510	41.0549887	-78.8149062
11054990	420659508003	1	39090	41.0483725	-78.8056064
11054991	420659508003	1	23100	41.0496586	-78.8114251
11054992	420659508003	1	5200	41.0496228	-78.8116310
11054993	420659508003	1	51100	41.0510811	-78.8139766
11054994	420659508003	1	13100	41.0514907	-78.8144083
11054995	420659508003	1	35000	41.0443969	-78.8275029
11054996	420659508003	1	93000	41.0490092	-78.8269702
11054997	420659508003	1	61000	41.0499159	-78.8097138
11054998	420659508003	1	26600	41.0531080	-78.8152752
11054999	420659508003	1	50000	41.0484702	-78.8280435
11055000	420659508003	1	45000	41.0550860	-78.8172785
11055001	420659508003	1	70600	41.0552920	-78.8238981
11055002	420659508003	1	39000	41.0542750	-78.8260329
11055003	420659508003	1	8300	41.0449617	-78.8270894
11055004	420659508003	1	72300	41.0471789	-78.8220595
11055005	420659508003	1	16500	41.0550701	-78.8217021
11055006	420659508003	1	36000	41.0474898	-78.8263143
11055007	420659508003	1	44200	41.0487751	-78.8057676
11055008	420659508003	1	33000	41.0546203	-78.8253013
11055009	420659508003	1	12000	41.0550932	-78.8205510
11055010	420659508003	1	18700	41.0553823	-78.8223642
11055011	420659508003	1	22200	41.0519054	-78.8085086
11055012	420659508003	1	52300	41.0448579	-78.8288336
11055013	420659508003	1	58000	41.0543008	-78.8179641
11055014	420659508003	1	43910	41.0483630	-78.8316594
11055015	420659508003	1	15000	41.0508823	-78.8089956
11055016	420659508003	1	40000	41.0505603	-78.8334244
11055017	420659508003	1	26200	41.0456964	-78.8305176
11055018	420659508003	1	36000	41.0447414	-78.8328415
11055019	420659508003	1	28000	41.0475817	-78.8289447
11055020	420659508003	1	7300	41.0501571	-78.8301840
11055021	420659508003	6	18990	41.0456629	-78.8289358
11055022	420659508003	1	45100	41.0486057	-78.8268331
11055023	420659508003	1	70000	41.0444095	-78.8344431
11055024	420659508003	1	107100	41.0444804	-78.8339972
11055025	420659508003	1	35000	41.0501372	-78.8260360
11055026	420659508003	1	35000	41.0496087	-78.8286061
11055027	420659508003	1	31300	41.0475649	-78.8307234
11055028	420659508003	1	39300	41.0471107	-78.8299450
11055029	420659508003	1	18300	41.0502381	-78.8326636
11055030	420659508003	1	54000	41.0480887	-78.8330800
11055031	420659508003	1	30480	41.0491934	-78.8344081
11055032	420659508003	1	9800	41.0501148	-78.8308991
11055033	420659508003	1	14700	41.0485710	-78.8287045
11055034	420659508003	1	12000	41.0482352	-78.8337074
11055035	420659508003	1	106600	41.0489752	-78.8334018
11055036	420659508003	1	40530	41.0490468	-78.8318834
11055037	420659508003	1	24000	41.0517387	-78.8122065
11055038	420659508003	1	21700	41.0518252	-78.8132772
11055039	420659508003	1	182200	41.0416178	-78.8246972
11055040	420659508003	1	65000	41.0473995	-78.8326706
11055041	420659508003	1	13000	41.0473409	-78.8339640
11055042	420659508003	1	57800	41.0474709	-78.8302719
11055043	420659508003	1	26600	41.0453486	-78.8319574
11055044	420659508003	1	119100	41.0467429	-78.8325051
11055045	420659508003	1	27540	41.0471273	-78.8324175
11055046	420659508003	1	25240	41.0460760	-78.8330190
11055047	420659508003	1	17100	41.0455253	-78.8336627
11055048	420659508003	1	30000	41.0475233	-78.8283411
11055049	420659508003	1	15700	41.0475327	-78.8275553
11055050	420659508003	1	52000	41.0527105	-78.8152624
11055051	420659508003	1	27000	41.0550240	-78.8139854
11055052	420659508003	1	47000	41.0435861	-78.8245212
11055053	420659508003	1	16900	41.0422735	-78.8245443
11055054	420659508003	1	35000	41.0549647	-78.8129745
11055055	420659508003	1	31100	41.0447855	-78.8241903
11055056	420659508003	1	63000	41.0403703	-78.8234462
11055057	420659508003	1	53000	41.0556745	-78.8109199
11055058	420659509001	1	7800	41.0201640	-79.0439307
11055059	420659509001	1	10200	41.0311823	-79.1212382
11055060	420659509001	1	16900	41.0087915	-79.0770044
11055061	420659509001	1	180600	40.9914500	-79.0622553
11055062	420659509001	1	7700	40.9832509	-79.1233871
11055063	420659509001	1	80000	41.0256950	-79.0444104
11055064	420659509001	1	227000	41.0324058	-79.0511496
11055065	420659509001	1	78560	41.0466273	-79.0861113
11055066	420659509001	1	24000	40.9859260	-79.1250751
11055067	420659509001	1	105000	40.9949759	-79.0360781
11055068	420659509001	1	41820	41.0478200	-79.0955048
11055069	420659509001	1	94000	41.0057671	-79.0900292
11055070	420659509001	1	9800	40.9821760	-79.1214809
11055071	420659509001	1	104000	40.9821004	-79.1247629
11055072	420659509001	1	90400	40.9826116	-79.1230704
11055073	420659509001	1	52000	41.0058236	-79.0906987
11055074	420659509001	1	24000	41.0035800	-79.1074852
11055075	420659509001	1	102200	41.0059654	-79.0916112
11055076	420659509001	1	21300	41.0552261	-79.0610502
11055077	420659509001	1	58000	41.0288794	-79.0461947
11055078	420659509001	1	38900	41.0307466	-79.0506119
11055079	420659509001	1	39600	41.0289264	-79.0478438
11055080	420659509001	1	19000	40.9838189	-79.0174039
11055081	420659509001	1	84000	41.0278374	-79.0466201
11055082	420659509001	1	13600	41.0250989	-79.0721104
11055083	420659509001	1	15700	41.0554474	-79.0673404
11055084	420659509001	1	81610	41.0044180	-79.0856075
11055085	420659509001	1	78000	40.9993264	-79.0420339
11055086	420659509001	1	46000	41.0298065	-79.1210628
11055087	420659509001	1	73000	41.0366441	-79.1072867
11055088	420659509001	1	32300	41.0542912	-79.0813329
11055089	420659509001	1	57000	41.0050415	-79.0862708
11055090	420659509001	1	8600	41.0044873	-79.0882337
11055091	420659509001	1	43800	41.0016365	-79.1120172
11055092	420659509001	1	61500	41.0351336	-79.1027599
11055093	420659509001	1	37800	41.0056550	-79.0797006
11055094	420659509001	1	56510	41.0351163	-79.1050150
11055095	420659509001	1	10500	41.0072498	-79.0801495
11055096	420659509001	1	57000	41.0344102	-79.1042103
11055097	420659509001	1	68000	41.0065301	-79.0858298
11055098	420659509001	1	12600	41.0021445	-79.1006713
11055099	420659509001	1	105000	41.0092080	-79.0644036
11055100	420659509001	1	186000	40.9837280	-79.0447319
11055101	420659509001	1	38900	41.0353178	-79.1158822
11055102	420659509001	1	44200	41.0294326	-79.0479348
11055103	420659509001	1	22000	40.9891267	-79.0592142
11055104	420659509001	1	22000	40.9849629	-79.0484416
11055105	420659509001	1	20400	40.9895294	-79.0601741
11055106	420659509001	1	21400	40.9831932	-79.0459273
11055107	420659509001	1	32000	41.0424263	-79.0895961
11055108	420659509001	1	105400	40.9832253	-79.0463693
11055109	420659509001	1	92000	40.9837848	-79.0473798
11055110	420659509001	1	14010	40.9901121	-79.0629934
11055111	420659509001	1	15000	41.0432959	-79.0890189
11055112	420659509001	1	39700	41.0564257	-79.0792070
11055113	420659509001	1	100000	41.0056322	-79.0874920
11055114	420659509001	1	8200	41.0062185	-79.0159954
11055115	420659509001	1	29700	41.0304960	-79.0481905
11055116	420659509001	1	99000	41.0284753	-79.1246104
11055117	420659509001	1	45800	41.0450188	-79.0945256
11055118	420659509001	1	5900	41.0096039	-79.1249534
11055119	420659509001	1	86400	41.0319405	-79.0515216
11055120	420659509001	1	5060	41.0048972	-79.0873663
11055121	420659509001	1	15600	41.0073211	-79.0795042
11055122	420659509001	1	220000	41.0198007	-79.0449001
11055123	420659509001	1	15900	40.9828306	-79.1250745
11055124	420659509001	1	35000	41.0361096	-79.1175665
11055125	420659509001	1	134300	41.0451334	-79.0903380
11055126	420659509001	1	15000	41.0214690	-79.0424090
11055127	420659509001	1	137000	41.0240778	-79.0432925
11055128	420659509001	1	122000	41.0220786	-79.0430201
11055129	420659509001	1	31800	40.9894959	-79.0896103
11055130	420659509001	1	60230	41.0437644	-79.0931811
11055131	420659509001	1	99000	41.0189918	-79.0461519
11055132	420659509001	1	46000	41.0073458	-79.0784421
11055133	420659509001	1	36000	40.9928495	-79.0304280
11055134	420659509001	1	96000	40.9830232	-79.0812521
11055135	420659509001	1	77900	41.0368253	-79.1170648
11055136	420659509001	1	8000	40.9848262	-79.0817541
11055137	420659509001	1	50200	40.9845728	-79.0828284
11055138	420659509001	1	57910	40.9836099	-79.0221813
11055139	420659509001	1	117000	41.0097561	-79.0635323
11055140	420659509001	1	39000	41.0097629	-79.0643374
11055141	420659509001	1	99340	41.0094622	-79.0643455
11055142	420659509001	1	8300	41.0093109	-79.0642897
11055143	420659509001	1	12100	41.0096524	-79.0644019
11055144	420659509001	1	58300	41.0098335	-79.0641593
11055145	420659509001	1	12000	41.0094335	-79.0642213
11055146	420659509001	1	15000	41.0098232	-79.0646978
11055147	420659509001	1	7200	41.0093683	-79.0644448
11055148	420659509001	1	90000	40.9931661	-79.0288020
11055149	420659509001	1	24000	40.9934060	-79.0290328
11055150	420659509001	1	57910	40.9931363	-79.0291205
11055151	420659509001	1	17300	40.9833260	-79.0814235
11055152	420659509001	1	94800	40.9830701	-79.0811019
11055153	420659509001	1	81000	40.9833589	-79.0820416
11055154	420659509001	1	104000	40.9921665	-79.0293870
11055155	420659509001	1	46150	40.9827521	-79.0803433
11055156	420659509001	1	62600	40.9829513	-79.0797287
11055157	420659509001	1	53000	40.9826963	-79.0800811
11055158	420659509001	1	38900	40.9927455	-79.0297895
11055159	420659509001	1	52000	40.9925199	-79.0289623
11055160	420659509001	1	9000	40.9920527	-79.0293176
11055161	420659509001	1	79000	40.9929418	-79.0297358
11055162	420659509001	1	59000	41.0366749	-79.1161657
11055163	420659509001	1	25300	41.0026399	-79.1103150
11055164	420659509001	1	25500	40.9843295	-79.0215328
11055165	420659509001	1	99000	41.0020803	-79.1110240
11055166	420659509001	1	7300	41.0023589	-79.1109807
11055167	420659509001	1	17400	41.0369368	-79.1171702
11055168	420659509001	1	22400	41.0364980	-79.1176426
11055169	420659509001	1	235000	41.0369057	-79.1165753
11055170	420659509001	1	79700	41.0457483	-79.0845987
11055171	420659509001	1	44100	40.9843949	-79.0822488
11055172	420659509001	1	95000	41.0688633	-79.1132968
11055173	420659509001	1	43000	40.9842706	-79.0825239
11055174	420659509001	1	14400	41.0686072	-79.1133752
11055175	420659509001	1	142000	41.0693132	-79.1133108
11055176	420659509001	1	32000	41.0458914	-79.0845002
11055177	420659509001	1	51800	41.0009514	-79.1070348
11055178	420659509001	1	16900	41.0266541	-79.0445901
11055179	420659509001	1	49500	41.0273822	-79.0442203
11055180	420659509001	1	53500	40.9854078	-79.1240655
11055181	420659509001	1	88000	41.0262588	-79.0444939
11055182	420659509001	1	22600	41.0078134	-79.0776111
11055183	420659509001	1	62030	40.9877766	-79.0540888
11055184	420659509001	1	26800	40.9882687	-79.0313353
11055185	420659509001	1	46000	40.9978651	-79.0161267
11055186	420659509001	1	66500	41.0380657	-79.1066583
11055187	420659509001	1	36700	40.9975813	-79.0159137
11055188	420659509001	1	73000	40.9982377	-79.0162585
11055189	420659509001	1	25900	41.0461466	-79.0855039
11055190	420659509001	1	51000	40.9852808	-79.0832526
11055191	420659509001	1	94300	40.9846103	-79.0832506
11055192	420659509001	1	57000	41.0712267	-79.1183505
11055193	420659509001	1	22000	41.0713012	-79.1186525
11055194	420659509001	1	52000	41.0019304	-79.1135623
11055195	420659509001	1	44770	41.0074594	-79.0771887
11055196	420659509001	1	39400	40.9984224	-79.0154847
11055197	420659509001	1	36800	41.0377595	-79.1074327
11055198	420659509001	1	44580	41.0370189	-79.1146480
11055199	420659509001	1	48200	41.0357635	-79.1191394
11055200	420659509001	1	50000	41.0371374	-79.1146030
11055201	420659509001	1	35200	41.0231599	-79.0438835
11055202	420659509001	1	36000	41.0025656	-79.1150270
11055203	420659509001	1	96020	41.0058151	-79.0829006
11055204	420659509001	1	48000	40.9847971	-79.0488708
11055205	420659509001	1	8900	41.0065376	-79.0807247
11055206	420659509001	1	58800	41.0030276	-79.1157839
11055207	420659509001	1	53800	41.0052384	-79.1255535
11055208	420659509001	1	16000	41.0550326	-79.0597969
11055209	420659509001	1	80300	41.0063815	-79.0786624
11055210	420659509001	1	63090	40.9980250	-79.1062913
11055211	420659509001	1	13400	41.0302565	-79.0496853
11055212	420659509001	1	71000	40.9880707	-79.0882819
11055213	420659509001	1	20400	41.0016873	-79.0989378
11055214	420659509001	1	100400	41.0017746	-79.0971153
11055215	420659509001	1	56100	41.0293215	-79.1237393
11055216	420659509001	1	33000	41.0212701	-79.0447739
11055217	420659509001	1	21000	41.0058040	-79.0808664
11055218	420659509001	1	19000	40.9993047	-79.1056270
11055219	420659509001	1	28070	41.0049134	-79.0899487
11055220	420659509001	1	30600	40.9908497	-79.0612165
11055221	420659509001	1	70000	40.9841336	-79.0418144
11055222	420659509001	1	45000	41.0000365	-79.1066830
11055223	420659509001	1	14500	41.0053208	-79.0847121
11055224	420659509001	1	45140	40.9898337	-79.0608390
11055225	420659509001	1	49200	41.0285137	-79.1251012
11055226	420659509001	1	75000	41.0465488	-79.0935473
11055227	420659509001	1	37200	40.9846123	-79.1252190
11055228	420659509001	1	57400	40.9965926	-79.1045489
11055229	420659509001	1	50000	40.9883840	-79.0241115
11055230	420659509001	1	29400	41.0467856	-79.0945293
11055231	420659509001	1	35000	40.9837153	-79.1257426
11055232	420659509001	1	13000	41.0301975	-79.0467916
11055233	420659509001	1	43600	40.9909675	-79.0586036
11055234	420659509001	1	76000	41.0455653	-79.0935547
11055235	420659509001	1	43000	41.0463260	-79.0910506
11055236	420659509001	1	70000	41.0457100	-79.0895478
11055237	420659509001	1	31900	40.9885563	-79.0262225
11055238	420659509001	1	14000	40.9844461	-79.1226895
11055239	420659509001	1	19140	41.0097689	-79.0663231
11055240	420659509001	1	42800	40.9917798	-79.0665002
11055241	420659509001	1	109100	40.9917931	-79.0672094
11055242	420659509001	1	20900	40.9909895	-79.0700207
11055243	420659509001	1	69100	41.0090975	-79.0763826
11055244	420659509001	1	70100	41.0295831	-79.0460412
11055245	420659509001	1	26000	40.9904452	-79.0616989
11055246	420659509001	1	49500	41.0550877	-79.0569217
11055247	420659509001	1	52000	41.0546823	-79.0559370
11055248	420659509001	6	22300	40.9913315	-79.0648620
11055249	420659509001	1	57000	40.9911761	-79.0668598
11055250	420659509001	1	21500	41.0064392	-79.0842604
11055251	420659509001	1	97000	41.0064823	-79.0156589
11055252	420659509001	1	14500	41.0086617	-79.0778514
11055253	420659509001	1	47000	41.0064093	-79.0819183
11055254	420659509001	1	72000	41.0314947	-79.1226897
11055255	420659509001	1	50000	40.9834659	-79.1243878
11055256	420659509001	1	49500	40.9912044	-79.0689810
11055257	420659509001	1	65600	41.0322331	-79.1015173
11055258	420659509001	9	10800	41.0450043	-79.0847482
11055259	420659509001	1	36860	40.9907713	-79.0711892
11055260	420659509001	1	14200	40.9924084	-79.0688433
11055261	420659509001	1	152100	40.9910419	-79.0726399
11055262	420659509001	1	9000	40.9887881	-79.0777163
11055263	420659509001	1	13400	40.9839478	-79.0440933
11055264	420659509001	1	31550	40.9902887	-79.0586997
11055265	420659509001	1	75000	40.9876146	-79.0526285
11055266	420659509001	1	37200	40.9914180	-79.0303588
11055267	420659509001	1	22200	40.9859580	-79.0503688
11055268	420659509001	1	43000	41.0550318	-79.0606392
11055269	420659509001	1	92750	40.9846147	-79.0447693
11055270	420659509001	1	8900	40.9861627	-79.0483923
11055271	420659509001	1	44400	41.0077869	-79.0788141
11055272	420659509001	1	39200	41.0531720	-79.0813173
11055273	420659509001	1	36000	41.0304455	-79.0513562
11055274	420659509001	1	46000	41.0011401	-79.1058048
11055275	420659509001	1	55000	40.9928984	-79.1034206
11055276	420659509001	1	9000	41.0020456	-79.1003620
11055277	420659509001	1	13300	40.9929435	-79.1042488
11055278	420659509001	1	90000	40.9940435	-79.1025280
11055279	420659509001	1	57000	41.0124504	-79.0682877
11055280	420659509001	1	3830	41.0005638	-79.1004390
11055281	420659509001	1	54700	41.0015480	-79.1018199
11055282	420659509001	1	47100	40.9943708	-79.1026952
11055283	420659509001	1	42100	40.9952334	-79.1048103
11055284	420659509001	1	51300	40.9944832	-79.1048166
11055285	420659509001	1	40800	41.0343498	-79.1038041
11055286	420659509001	1	16600	40.9888715	-79.1060724
11055287	420659509001	1	4300	40.9922822	-79.1042586
11055288	420659509001	1	40200	40.9927988	-79.1026982
11055289	420659509001	1	43700	40.9923705	-79.1041030
11055290	420659509001	1	55990	40.9903312	-79.1036095
11055291	420659509001	1	45000	40.9919547	-79.1049916
11055292	420659509001	1	13500	40.9913802	-79.1043275
11055293	420659509001	1	44100	40.9922121	-79.0691239
11055294	420659509001	1	5600	40.9894062	-79.0765791
11055295	420659509001	1	76000	40.9887086	-79.0241674
11055296	420659509001	1	13400	40.9842651	-79.0472697
11055297	420659509001	1	58000	40.9909560	-79.0735979
11055298	420659509001	1	66000	41.0095277	-79.0774294
11055299	420659509001	1	12000	41.0060168	-79.0798128
11055300	420659509001	1	29000	41.0424841	-79.0910014
11055301	420659509001	1	67900	40.9979833	-79.1042080
11055302	420659509001	1	46000	41.0328445	-79.1018216
11055303	420659509001	1	48800	40.9908182	-79.0281333
11055304	420659509001	9	21400	41.0012984	-79.1100964
11055305	420659509001	1	3830	40.9947032	-79.1043478
11055306	420659509001	1	49500	41.0060612	-79.0886142
11055307	420659509001	1	70000	40.9886464	-79.0794180
11055308	420659509001	1	20250	40.9870448	-79.0509204
11055309	420659509001	1	5000	41.0055434	-79.0777966
11055310	420659509001	1	33900	40.9928079	-79.0664683
11055311	420659509001	1	40800	40.9904863	-79.0637110
11055312	420659509001	9	129600	40.9922422	-79.0656314
11055313	420659509001	1	63000	40.9984497	-79.1094201
11055314	420659509001	1	10000	41.0465393	-79.0918052
11055315	420659509001	1	85000	40.9833016	-79.1221496
11055316	420659509001	1	325000	41.0471263	-79.0931664
11055317	420659509001	1	90000	40.9994589	-79.0434486
11055318	420659509001	1	36120	41.0476833	-79.0943756
11055319	420659509001	1	15000	41.0704673	-79.1157999
11055320	420659509001	1	8400	41.0705498	-79.1156827
11055321	420659509001	1	31400	41.0124074	-79.0667921
11055322	420659509001	1	8500	41.0481330	-79.0812393
11055323	420659509001	1	116000	40.9837616	-79.0831798
11055324	420659509001	1	101500	41.0128145	-79.0665356
11055325	420659509001	1	44400	40.9840219	-79.0840917
11055326	420659509001	1	55900	40.9828386	-79.1047094
11055327	420659509001	1	70000	40.9839627	-79.0205635
11055328	420659509001	1	115800	41.0482873	-79.0819375
11055329	420659509001	1	54500	40.9840647	-79.0208315
11055330	420659509001	1	40100	40.9823524	-79.1046631
11055331	420659509001	1	17100	40.9838661	-79.0197848
11055332	420659509001	1	40800	40.9835894	-79.0195980
11055333	420659509001	1	13000	40.9993232	-79.1074454
11055334	420659509001	1	57800	41.0340281	-79.1022129
11055335	420659509001	1	8200	40.9864630	-79.0223930
11055336	420659509001	1	52000	40.9973794	-79.1064716
11055337	420659509001	1	8570	40.9923448	-79.0990114
11055338	420659509001	1	41800	40.9849918	-79.0842946
11055339	420659509001	1	20404	41.0465110	-79.0875659
11055340	420659509001	1	19190	41.0462770	-79.0893848
11055341	420659509001	1	15400	41.0468709	-79.0900134
11055342	420659509001	9	36600	41.0463579	-79.0869439
11055343	420659509001	1	113900	41.0440574	-79.0913782
11055344	420659509001	1	41500	41.0379889	-79.1112741
11055345	420659509001	1	44260	40.9844925	-79.1058251
11055346	420659509001	1	42100	40.9836862	-79.0438827
11055347	420659509001	1	106000	41.0116901	-79.0654871
11055348	420659509001	1	40000	40.9834484	-79.1057338
11055349	420659509001	1	196000	41.0699415	-79.1138659
11055350	420659509001	1	147300	40.9834053	-79.0419126
11055351	420659509001	9	115000	41.0477935	-79.0833741
11055352	420659509001	1	40000	41.0017526	-79.1112015
11055353	420659509001	1	49200	40.9953995	-79.0367525
11055354	420659509001	1	71000	40.9850945	-79.1055766
11055355	420659509001	1	45000	40.9965523	-79.0390490
11055356	420659509001	1	40500	41.0708252	-79.1152371
11055357	420659509001	1	19100	41.0359919	-79.1065123
11055358	420659509001	1	43400	40.9834016	-79.0187213
11055359	420659509001	1	31000	40.9892028	-79.0872999
11055360	420659509001	1	32000	40.9950435	-79.1014264
11055361	420659509001	1	48000	41.0135032	-79.0161657
11055362	420659509001	1	48200	41.0117562	-79.0158745
11055363	420659509001	1	18800	41.0127518	-79.0172940
11055364	420659509001	1	88400	41.0120995	-79.0161224
11055365	420659509001	1	8300	41.0180504	-79.1251676
11055366	420659509001	1	63500	41.0285507	-79.0469404
11055367	420659509001	1	43500	40.9861284	-79.0815782
11055368	420659509001	1	45000	41.0439900	-79.0923525
11055369	420659509001	1	94300	40.9877434	-79.0864360
11055370	420659509001	1	56000	40.9868692	-79.0852272
11055371	420659509001	1	85000	40.9856499	-79.0835023
11055372	420659509001	1	36100	41.0450638	-79.0877980
