sp_id	sp_hh_id	age	sex	race	relate	school_id	work_id
142646364	11053542	1	M	1	2	X	X
142646367	11055867	1	M	1	2	X	X
142646370	11057200	1	M	1	2	X	X
142646371	11057200	29	M	1	0	X	513526424
142646372	11057265	24	F	1	1	X	X
142646375	11057792	24	F	1	1	X	X
142646379	11058287	1	M	1	2	X	X
142646380	11058287	29	M	1	0	X	514268764
142646386	11062173	29	M	1	0	X	514268488
142646389	11062387	29	M	1	0	X	514269445
142771770	11043947	51	F	1	0	X	514269647
142784781	11046036	14	M	1	2	450110701	X
142784782	11046036	7	F	1	2	450110701	X
142784783	11046036	9	F	1	2	450066968	X
142784785	11046036	13	M	1	2	450110701	X
142784786	11046036	16	F	1	2	450132231	X
142784787	11046036	34	F	1	1	X	514270467
142784788	11046036	44	M	1	0	X	514270705
142784789	11053545	14	M	1	2	450110701	X
142784790	11053545	7	F	1	2	450111632	X
142784791	11053545	9	F	1	2	450066968	X
142784792	11053545	12	M	1	2	450110701	X
142784793	11053545	13	M	1	2	450110701	X
142784794	11053545	16	F	1	2	450132231	X
142784797	11056712	14	M	1	2	450111632	X
142784798	11056712	7	F	1	2	450111632	X
142784799	11056712	9	F	1	2	450066968	X
142784800	11056712	12	M	1	2	450111632	X
142784802	11056712	16	F	1	2	450132231	X
142784804	11056712	44	M	1	0	X	514270569
142784805	11059674	14	M	1	2	450150577	X
142784808	11059674	12	M	1	2	450150577	X
142784809	11059674	13	M	1	2	450150577	X
142784812	11059674	44	M	1	0	X	514268583
142833791	11048335	32	F	1	0	X	514270712
142833792	11048335	5	F	1	2	450066968	X
142833794	11048335	35	M	1	1	X	514268289
142833795	11051170	32	F	1	0	X	514266450
142833804	11052505	5	F	1	2	450066968	X
142833805	11052505	7	M	1	2	450111632	X
142833807	11057383	32	F	1	0	X	513927732
142833809	11057383	7	M	1	2	450147805	X
142833810	11057383	35	M	1	1	X	514269288
142911295	11054771	71	F	1	0	X	X
142911297	11059015	71	F	1	0	X	X
142955284	11048873	41	F	1	3	X	514270908
143025675	11049051	20	M	1	2	X	514267084
143025677	11057220	38	M	1	10	X	514269914
143025678	11057220	20	M	1	2	X	514271168
143025680	11058853	38	M	1	10	X	514269238
143025681	11058853	20	M	1	2	X	514268522
143025682	11058853	38	F	1	0	X	X
143025683	11061579	38	M	1	10	X	514268508
143025685	11061579	38	F	1	0	X	X
143025686	11062107	38	M	1	10	X	514268711
143116286	11044723	33	F	1	0	X	514270454
143116287	11044723	39	M	1	1	X	514270280
143116289	11044884	11	F	1	2	450110702	X
143116290	11044884	33	F	1	0	X	513945634
143116291	11044884	39	M	1	1	X	514270649
143116293	11045282	11	F	1	2	450110702	X
143116296	11045282	15	M	1	2	450110702	X
143116299	11050609	39	M	1	1	X	514265913
143116301	11056968	11	F	1	2	450111632	X
143116302	11056968	33	F	1	0	X	514269277
143116306	11057053	33	F	1	0	X	514268522
143116308	11057053	15	M	1	2	450132231	X
143150076	11050011	65	F	1	0	X	514267791
143150078	11053952	65	F	1	0	X	514267690
143150079	11054007	65	F	1	0	X	514271212
143150080	11054344	65	F	1	0	X	514270908
143165224	11047361	45	M	1	0	X	514270454
143165225	11047361	44	F	1	1	X	X
143165227	11056421	45	M	1	0	X	514268285
143165228	11056421	44	F	1	1	X	X
143165229	11056421	19	F	1	2	X	514268779
143195506	11051928	12	F	1	2	450110845	X
143195507	11051928	42	M	1	0	X	513555798
143195508	11057656	12	F	1	2	450150578	X
143696097	11044461	50	M	1	0	X	X
143696098	11045681	50	M	1	0	X	X
143696099	11047884	50	M	1	0	X	X
143696100	11050447	50	M	1	0	X	X
143762352	11044006	3	F	1	2	X	X
143762353	11044006	28	M	1	0	X	514270189
143762354	11044006	28	F	1	1	X	X
143762355	11044006	5	F	1	2	X	X
143762356	11046497	3	F	1	2	X	X
143762358	11046497	28	F	1	1	X	X
143762359	11046497	5	F	1	2	X	X
143762361	11046576	28	M	1	0	X	514270454
143762362	11046576	28	F	1	1	X	X
143762363	11046576	5	F	1	2	X	X
143762371	11050700	5	F	1	2	X	X
143762372	11052194	3	F	1	2	X	X
143762373	11052194	28	M	1	0	X	514268330
143762374	11052194	28	F	1	1	X	X
143762375	11052194	5	F	1	2	X	X
143762377	11052271	28	M	1	0	X	514268189
143762378	11052271	28	F	1	1	X	X
143762379	11052271	5	F	1	2	X	X
143762381	11052394	28	M	1	0	X	514268961
143762382	11052394	28	F	1	1	X	X
143762386	11052437	28	F	1	1	X	X
143762389	11053590	28	M	1	0	X	514271427
143762391	11053590	5	F	1	2	X	X
143762392	11054827	3	F	1	2	X	X
143762398	11055483	28	F	1	1	X	X
143762399	11055483	5	F	1	2	X	X
143762401	11055834	28	M	1	0	X	514269211
143762406	11056300	28	F	1	1	X	X
143762414	11057804	28	F	1	1	X	X
143762416	11058295	3	F	1	2	X	X
143762418	11058295	28	F	1	1	X	X
143762419	11058295	5	F	1	2	X	X
143762421	11058615	28	M	1	0	X	514268779
143762424	11059710	3	F	1	2	X	X
143762425	11059710	28	M	1	0	X	514269213
143762429	11060832	28	M	1	0	X	514269157
143762430	11060832	28	F	1	1	X	X
143762433	11061339	28	M	1	0	X	514268744
143762434	11061339	28	F	1	1	X	X
143762438	11061416	28	F	1	1	X	X
143762439	11061416	5	F	1	2	X	X
143762442	11062376	28	F	1	1	X	X
143845976	11047345	55	M	9	10	X	X
143845977	11047345	45	F	1	0	X	X
143849720	11050607	52	F	1	1	X	514267727
143849722	11051344	52	F	1	1	X	513983259
143849729	11058327	52	M	1	0	X	514268707
143953049	11044077	85	F	1	0	X	X
143953053	11048489	85	F	1	0	X	X
143953055	11049366	85	F	1	0	X	X
143953057	11053960	85	F	1	0	X	X
143953059	11056031	85	F	1	0	X	X
144006717	11051454	59	M	1	0	X	514268382
144006718	11060186	53	F	1	1	X	514269361
144006719	11060186	59	M	1	0	X	514268563
144096781	11053312	16	F	1	12	450132231	X
144096783	11053737	36	F	1	10	X	514271417
144096784	11053737	16	F	1	12	450132231	X
144107662	11045161	33	M	2	1	X	514270240
144107663	11045161	1	M	9	2	X	X
144107666	11051524	1	M	9	2	X	X
144107668	11057162	33	M	2	1	X	513932263
144107669	11057162	1	M	9	2	X	X
144107670	11058281	29	F	8	0	X	514269263
144107671	11058281	33	M	2	1	X	514270245
144107672	11058281	1	M	9	2	X	X
144107673	11058568	29	F	8	0	X	514268817
144107677	11060191	33	M	2	1	X	514268539
144107679	11060280	29	F	8	0	X	513937018
144107680	11060280	33	M	2	1	X	514269445
144159876	11044346	6	M	1	2	450110701	X
144159878	11044346	30	F	1	0	X	514271525
144159880	11050978	6	M	1	2	450145390	X
144159881	11050978	31	M	1	1	X	512527129
144159889	11057812	31	M	1	1	X	514269445
144159890	11057812	30	F	1	0	X	514269276
144173648	11044946	27	F	1	1	X	514270701
144173650	11047185	1	F	1	2	X	X
144173653	11047185	3	F	1	2	X	X
144173655	11056990	33	M	1	0	X	514270454
144173657	11056990	3	F	1	2	X	X
144173658	11059824	1	F	1	2	X	X
144173659	11059824	33	M	1	0	X	514270742
144173660	11059824	27	F	1	1	X	514268715
144173664	11061472	27	F	1	1	X	514269272
144276270	11045493	60	M	1	0	X	514270933
144276271	11045616	60	M	1	0	X	514268741
144276272	11048534	60	M	1	0	X	514267791
144516655	11049499	55	M	1	0	X	X
144516656	11049499	52	F	1	1	X	514268289
144516657	11049879	25	F	1	2	X	514267798
144516660	11061981	25	F	1	2	X	514268707
144557190	11048345	67	M	1	0	X	514270404
144557191	11060983	64	F	1	1	X	X
144608074	11044420	31	F	1	6	X	X
144608078	11046165	56	F	1	0	X	517779700
144608082	11047750	37	M	1	2	X	514269861
144666122	11051453	72	F	1	1	X	X
144666125	11051453	39	F	1	6	X	513668321
144666127	11051602	46	M	1	2	X	514268070
144666128	11051602	72	M	1	0	X	X
144666129	11051602	39	F	1	6	X	514267820
144666130	11060857	72	F	1	1	X	X
144666133	11060857	39	F	1	6	X	514269331
144787071	11049806	2	M	1	2	X	X
144787072	11049806	29	M	1	0	X	514268233
144787074	11051792	2	M	1	2	X	X
144787077	11054292	2	M	1	2	X	X
144787079	11054863	24	F	1	1	X	X
144787084	11056832	29	M	1	0	X	514267727
144898732	11048805	63	F	1	0	X	X
145076004	11050008	18	M	1	2	X	X
145076006	11050008	40	F	1	0	X	X
145076008	11053199	7	F	1	7	450111632	X
145161138	11044378	80	F	1	1	X	X
145161140	11050299	80	F	1	1	X	X
145178443	11043977	55	M	1	2	X	514269203
145178444	11043977	79	F	1	1	X	X
145178445	11043977	79	M	1	0	X	X
145178446	11052033	55	M	1	2	X	514270454
145178447	11052033	79	F	1	1	X	X
145178448	11052033	79	M	1	0	X	X
145178449	11053325	55	M	1	2	X	514268457
145178452	11055242	55	M	1	2	X	514268522
145178453	11055242	79	F	1	1	X	X
145178454	11055242	79	M	1	0	X	X
145178456	11058202	79	F	1	1	X	X
145178457	11058202	79	M	1	0	X	X
145178458	11059436	55	M	1	2	X	514268744
145178459	11059436	79	F	1	1	X	X
145178462	11062057	79	F	1	1	X	X
145178463	11062057	79	M	1	0	X	X
145178466	11062445	79	M	1	0	X	X
145182705	11045000	46	M	1	0	X	514269695
145203706	11044644	11	F	1	2	450067304	X
145203707	11044644	14	M	1	2	450110702	X
145203708	11044702	43	M	1	0	X	514270173
145203709	11044702	40	F	1	1	X	514269445
145203710	11044702	11	F	1	2	450067304	X
145203716	11058521	43	M	1	0	X	514269445
145203719	11058521	14	M	1	2	450150578	X
145228246	11055868	38	F	1	2	X	X
145228247	11055868	65	M	1	0	X	X
145228248	11055868	45	F	1	2	X	513932623
145228250	11061410	38	F	1	2	X	X
145228251	11061410	65	M	1	0	X	X
145228253	11061410	62	F	1	1	X	X
145228256	11061457	45	F	1	2	X	514269353
145228259	11062353	65	M	1	0	X	X
145228260	11062353	45	F	1	2	X	514270454
145521751	11050073	70	F	1	0	X	X
145521753	11054117	70	F	1	0	X	X
145774776	11045220	83	F	1	0	X	X
145774779	11052637	83	F	1	0	X	X
145774780	11053124	83	F	1	0	X	X
145774782	11057976	83	F	1	0	X	X
145911941	11052952	24	M	1	0	X	514271478
145911942	11057010	24	M	1	0	X	514268641
145930318	11044846	50	F	1	1	X	514269808
145930319	11044846	23	F	1	2	X	X
145930321	11044846	29	M	1	2	X	514269755
145930322	11044846	52	M	1	0	X	514271437
145930323	11045062	50	F	1	1	X	514272552
145930325	11045062	27	M	1	2	X	514269768
145930326	11045062	29	M	1	2	X	514270908
145930327	11045062	52	M	1	0	X	514270406
145930331	11048350	29	M	1	2	X	514267949
145930332	11048350	52	M	1	0	X	514268093
145930333	11051372	50	F	1	1	X	514266580
145930335	11051372	27	M	1	2	X	514267945
145930336	11051372	29	M	1	2	X	514268289
145930337	11051372	52	M	1	0	X	514267791
145930339	11058712	23	F	1	2	X	X
145930340	11058712	27	M	1	2	X	514268522
145930341	11058712	29	M	1	2	X	514268812
145930342	11058712	52	M	1	0	X	514269445
145930343	11061334	50	F	1	1	X	514272683
145930344	11061334	23	F	1	2	X	X
145930346	11061334	29	M	1	2	X	514269849
145930347	11061334	52	M	1	0	X	514268730
146035251	11049700	59	F	1	1	X	X
146035255	11052498	59	F	1	1	X	X
146035260	11058736	64	M	1	0	X	X
146316643	11052442	57	F	1	0	X	514269941
146316644	11061198	57	F	1	0	X	514268680
146359511	11044924	54	F	1	0	X	X
146359514	11045025	56	M	1	1	X	514269697
146359515	11045800	54	F	1	0	X	X
146359516	11045800	56	M	1	1	X	514270441
146359517	11048242	54	F	1	0	X	X
146359518	11048242	56	M	1	1	X	514268283
146359520	11057442	56	M	1	1	X	514269051
146458599	11044344	51	F	1	0	X	514269644
146458600	11050428	51	F	1	0	X	514266384
146458601	11061146	51	F	1	0	X	514270454
146468942	11054790	46	M	1	0	X	514270454
146468943	11054790	53	F	1	10	X	X
146468946	11056816	46	M	1	0	X	513497991
146488861	11059218	18	M	1	2	X	514269445
146488862	11059218	49	M	1	0	X	513957343
146488863	11059218	20	M	1	2	X	513608003
146488864	11059218	47	F	1	1	X	514268538
146503213	11044089	45	F	1	10	X	X
146700012	11045882	20	F	1	2	X	514269684
146700013	11045882	59	M	1	0	X	514400389
146700018	11053453	20	F	1	2	X	514265666
146731277	11054445	59	M	1	10	X	X
146772016	11053268	41	M	1	0	X	514268938
146772017	11053268	39	F	1	1	X	514270858
146772018	11053268	9	M	1	2	450111632	X
146772019	11053268	11	M	1	2	450150578	X
146772020	11058933	41	M	1	0	X	514268796
146772022	11058933	9	M	1	2	450150578	X
146776390	11049792	77	M	1	0	X	X
146776391	11049792	70	F	1	1	X	X
146776392	11052158	77	M	1	0	X	X
146776393	11052158	70	F	1	1	X	X
146776394	11057303	77	M	1	0	X	X
146808170	11047566	41	F	1	0	X	514270498
146808172	11059034	41	F	1	0	X	514268873
146870671	11060368	69	M	1	0	X	X
147069895	11061821	77	M	1	0	X	X
147078377	11048428	73	F	1	0	X	X
147078380	11056263	73	F	1	0	X	X
147078382	11056355	73	F	1	0	X	X
147078385	11059544	73	F	1	0	X	X
147078386	11061018	73	F	1	0	X	X
147183592	11061241	68	M	1	0	X	514269407
147258643	11056117	62	F	1	1	X	X
147448639	11055916	89	M	1	0	X	X
147448640	11055916	54	F	1	2	X	514268512
147448641	11061569	89	M	1	0	X	X
147492677	11048018	8	M	1	2	450110701	X
147492678	11052051	46	F	1	0	X	X
147492680	11052423	46	F	1	0	X	X
147492681	11052423	8	M	1	2	450111632	X
147492682	11052699	46	F	1	0	X	X
147492689	11060719	8	M	1	2	450132458	X
147638271	11051668	68	M	1	0	X	514269138
147638272	11061382	68	M	1	0	X	514268786
147788208	11046972	82	M	1	0	X	X
147788209	11046972	81	F	1	1	X	X
147788210	11059709	82	M	1	0	X	X
147797454	11046624	76	M	1	0	X	X
147797455	11046624	77	F	1	1	X	X
147797458	11048116	76	M	1	0	X	X
147797462	11049028	76	M	1	0	X	X
147797464	11059187	76	M	1	0	X	X
147797465	11059187	77	F	1	1	X	X
147797467	11059936	77	F	1	1	X	X
147867271	11044081	89	F	1	4	X	X
147867274	11046784	53	F	1	0	X	514267906
147867275	11047791	89	F	1	4	X	X
147867277	11048340	89	F	1	4	X	X
147867278	11048340	53	F	1	0	X	514268386
147867279	11050144	89	F	1	4	X	X
147867280	11050144	53	F	1	0	X	514268070
147867281	11050719	89	F	1	4	X	X
147867282	11050719	53	F	1	0	X	514265913
147867284	11053520	53	F	1	0	X	514270454
147867285	11055846	89	F	1	4	X	X
147867286	11055846	53	F	1	0	X	514270862
147867289	11057692	89	F	1	4	X	X
147867293	11057995	89	F	1	4	X	X
147867294	11057995	53	F	1	0	X	514271449
147867295	11058473	89	F	1	4	X	X
147867297	11061990	89	F	1	4	X	X
147867298	11061990	53	F	1	0	X	514268522
147867300	11062364	53	F	1	0	X	514269445
147896576	11046233	61	F	1	1	X	X
147896577	11046233	66	M	1	0	X	X
147896580	11046730	61	F	1	1	X	X
147896582	11046976	61	F	1	1	X	X
147896584	11048247	61	F	1	1	X	X
147896585	11048247	66	M	1	0	X	X
147896589	11053812	66	M	1	0	X	X
147896592	11059052	61	F	1	1	X	X
147901155	11045311	4	F	1	2	X	X
147901156	11045311	2	M	1	2	X	X
147901161	11048408	31	M	1	1	X	514267751
147901162	11048408	31	F	1	0	X	514268290
147901163	11052880	4	F	1	2	X	X
147901165	11052880	31	M	1	1	X	514270454
148195536	11044416	53	M	1	0	X	514269638
148195539	11051271	34	F	1	9	X	514268039
148195540	11058874	53	M	1	0	X	514269162
148195541	11058874	34	F	1	9	X	514269361
148237337	11051695	58	M	1	0	X	514267988
148363737	11048059	40	M	1	0	X	514272683
148403118	11048941	55	M	1	0	X	514267084
148403119	11048941	13	F	1	2	450110845	X
148403121	11050421	55	M	1	0	X	514268290
148403124	11050488	55	M	1	0	X	514269361
148403126	11050488	51	F	1	1	X	514268216
148403131	11055435	13	F	1	2	450150578	X
148403132	11055435	51	F	1	1	X	514268552
148403133	11055551	55	M	1	0	X	513991639
148403136	11055624	55	M	1	0	X	514268707
148403142	11058353	55	M	1	0	X	514268765
148403143	11058353	13	F	1	2	450150578	X
148403145	11058726	55	M	1	0	X	514268013
148403152	11061547	13	F	1	2	450150577	X
148535196	11050446	40	M	1	0	X	514267651
148535197	11054946	40	M	1	0	X	514270599
148535198	11055054	40	M	1	0	X	514273878
148535199	11058928	40	M	1	0	X	514269445
148631296	11044090	9	M	1	2	450110701	X
148631297	11044090	47	F	1	0	X	514269768
148631300	11053096	47	F	1	0	X	514272691
148631302	11059054	9	M	1	2	450150578	X
148631304	11060636	53	M	1	1	X	514269184
148631306	11060636	47	F	1	0	X	514268504
148631307	11061486	53	M	1	1	X	514272926
148631308	11061486	9	M	1	2	450132458	X
148631309	11061486	47	F	1	0	X	514269331
148738652	11054227	71	M	1	0	X	X
148738653	11054227	94	F	1	4	X	X
148738657	11056257	68	F	1	1	X	X
148848047	11045786	38	M	1	7	X	514269186
148848049	11045786	16	M	1	5	450110845	X
148848050	11045786	58	F	1	7	X	514269065
148848053	11053784	16	M	1	5	450132231	X
148848055	11054012	38	M	1	7	X	514270454
148848059	11061129	38	M	1	7	X	514269272
148848060	11061129	60	M	1	0	X	X
148848062	11061129	58	F	1	7	X	513637751
148954404	11049328	42	M	1	0	X	514268108
148975777	11044636	50	M	1	1	X	514272648
148975780	11045089	46	F	1	0	X	X
148975784	11045535	46	F	1	0	X	X
148975786	11047533	46	F	1	0	X	X
149086689	11053023	68	M	1	0	X	X
149086692	11059247	63	F	1	1	X	X
149091364	11055367	57	F	1	1	X	514268630
149091365	11055367	59	M	1	0	X	514269374
149113620	11044772	54	F	1	1	X	514270205
149113621	11051804	54	M	1	0	X	514269361
149113623	11051804	54	F	1	1	X	514267670
149113626	11051868	54	F	1	1	X	514267751
149113629	11052416	54	F	1	1	X	514268967
149113631	11055346	73	F	1	6	X	X
149113633	11056647	54	M	1	0	X	514270241
149113634	11056647	73	F	1	6	X	X
149113635	11056647	54	F	1	1	X	514268701
149113636	11059294	54	M	1	0	X	514268494
149113640	11059669	73	F	1	6	X	X
149113642	11059983	54	M	1	0	X	514271236
149113644	11059983	54	F	1	1	X	514270670
149113645	11061501	54	M	1	0	X	514269203
149253893	11044312	0	M	1	2	X	X
149253895	11044590	0	M	1	2	X	X
149253896	11048493	33	F	1	0	X	X
149253897	11048493	0	M	1	2	X	X
149253898	11048675	33	F	1	0	X	X
149253899	11048675	0	M	1	2	X	X
149253905	11054535	0	M	1	2	X	X
149253906	11054727	33	F	1	0	X	X
149253907	11054727	0	M	1	2	X	X
149253909	11055648	0	M	1	2	X	X
149253912	11056463	33	F	1	0	X	X
149253914	11060378	33	F	1	0	X	X
149253915	11060378	0	M	1	2	X	X
149253917	11060410	0	M	1	2	X	X
149253918	11062270	33	F	1	0	X	X
149296661	11044612	61	M	1	0	X	X
149332032	11054264	41	F	1	1	X	514213297
149368761	11055734	45	M	1	0	X	514270574
149368762	11055734	39	F	1	9	X	514270833
149368763	11055734	12	M	1	11	450150578	X
149368764	11056854	45	M	1	0	X	513931464
149368765	11056854	39	F	1	9	X	514402724
149368767	11058644	45	M	1	0	X	514268458
149368771	11062382	39	F	1	9	X	514268872
149479822	11051461	36	M	1	0	X	514268363
149479823	11051461	30	F	1	1	X	514270280
149479827	11054970	30	F	1	1	X	514270801
149479831	11055134	30	F	1	1	X	514266127
149479832	11055134	6	F	1	2	450145390	X
149479833	11055134	3	M	1	2	450151186	X
149665642	11045579	24	F	1	2	X	X
149665647	11047139	24	F	1	2	X	X
149665649	11047139	49	F	1	0	X	514270908
149665657	11051806	24	F	1	2	X	X
149665658	11051806	26	M	1	2	X	514267988
149665659	11051806	49	F	1	0	X	514267757
149665660	11062335	49	M	1	1	X	514268514
149665663	11062335	26	M	1	2	X	514270976
149674032	11051759	36	F	1	0	X	X
149674033	11060328	36	F	1	0	X	X
149674034	11062084	36	F	1	0	X	X
149674035	11062161	36	F	1	0	X	X
149696725	11053730	37	F	1	1	X	X
149696726	11053730	14	M	1	2	X	X
149696727	11053730	9	M	1	2	450111632	X
149696729	11053730	34	M	1	0	X	514270442
149696731	11053988	14	M	1	2	X	X
149696732	11053988	9	M	1	2	450110701	X
149696738	11055766	9	F	1	2	450139177	X
149696739	11055766	34	M	1	0	X	514269445
149696744	11056927	34	M	1	0	X	514269861
149696746	11057277	14	M	1	2	X	X
149696747	11057277	9	M	1	2	450149079	X
149696750	11057371	37	F	1	1	X	X
149696751	11057371	14	M	1	2	X	X
149696752	11057371	9	M	1	2	450147805	X
149696754	11057371	34	M	1	0	X	514271236
149750586	11049801	86	F	1	0	X	X
150127520	11044663	59	M	1	0	X	514269861
150279155	11050366	6	M	1	2	450149079	X
150279157	11052330	9	M	1	2	450111632	X
150279158	11052330	31	M	1	10	X	514267010
150279160	11052330	27	F	1	0	X	514271060
150279162	11055279	31	M	1	10	X	514268444
150279163	11055279	6	M	1	2	450149079	X
150279167	11059769	6	M	1	2	450132458	X
150313037	11050215	51	M	1	0	X	514267791
150321172	11050854	21	F	1	0	X	514268161
150321174	11052828	21	F	1	0	X	514270908
150321175	11053492	2	F	1	2	X	X
150321176	11053492	21	F	1	0	X	514269842
150321177	11060597	2	F	1	2	X	X
150321179	11061689	2	F	1	2	X	X
150321180	11061689	21	F	1	0	X	514268779
150358498	11046960	62	F	1	4	X	X
150358499	11046960	43	M	1	0	X	514268108
150358500	11046960	63	M	1	4	X	511637903
150358503	11049373	63	M	1	4	X	514268093
150708539	11043962	54	F	1	1	X	514270908
150708541	11043962	11	F	1	2	450110702	X
150708542	11044027	54	F	1	1	X	514269766
150708543	11044027	43	M	1	0	X	514269174
150708544	11044027	11	F	1	2	450110702	X
150708545	11045184	54	F	1	1	X	514266439
150708546	11045184	43	M	1	0	X	514270670
150708547	11045184	11	F	1	2	450110702	X
150708550	11051531	11	F	1	2	450129160	X
150708554	11055656	54	F	1	1	X	514267932
150708555	11055656	43	M	1	0	X	514269445
150708556	11055656	11	F	1	2	450129160	X
150708557	11056448	54	F	1	1	X	514270550
150708558	11056448	43	M	1	0	X	514267952
150708560	11059366	54	F	1	1	X	514269203
150708561	11059366	43	M	1	0	X	514269430
150840689	11057159	35	F	1	0	X	514268522
150840690	11057159	24	M	1	12	X	X
150840691	11057564	13	F	1	2	450150578	X
150840692	11057564	35	F	1	0	X	514269326
150840693	11057564	24	M	1	12	X	X
150855986	11048792	59	M	1	0	X	514269936
150855987	11050273	52	F	1	1	X	514267988
150855988	11050273	59	M	1	0	X	514269012
150855989	11052013	52	F	1	1	X	514268862
150855990	11052013	59	M	1	0	X	514267690
150855991	11053055	52	F	1	1	X	514270454
150855993	11058335	52	F	1	1	X	514268807
150855996	11059110	59	M	1	0	X	514268290
150855998	11059429	59	M	1	0	X	514268705
150855999	11061536	52	F	1	1	X	514272683
150856000	11061536	59	M	1	0	X	514268702
150856001	11062186	52	F	1	1	X	514269203
150856002	11062186	59	M	1	0	X	514273116
150884066	11056392	49	F	1	1	X	514269361
151027051	11045087	39	F	1	1	X	514269960
151096855	11046572	59	F	1	0	X	X
151096857	11046572	41	M	1	2	X	514270017
151096862	11055476	19	M	1	5	X	514268514
151096864	11060998	59	F	1	0	X	X
151124749	11047418	61	M	1	0	X	514272768
151124750	11048635	61	F	1	1	X	X
151124753	11050312	61	M	1	0	X	514268161
151124754	11050699	61	F	1	1	X	X
151124755	11050699	61	M	1	0	X	514268289
151124759	11052509	61	M	1	0	X	514270908
151124760	11054523	61	F	1	1	X	X
151124761	11054523	61	M	1	0	X	514270908
151124763	11057721	61	M	1	0	X	514268522
151124765	11061093	61	M	1	0	X	514269371
151266940	11053299	24	F	1	2	X	X
151266941	11053299	54	M	1	0	X	514268938
151266942	11062399	24	F	1	2	X	X
151266943	11062399	54	M	1	0	X	514269339
151327782	11045201	39	F	1	0	X	514269766
151424851	11052464	52	F	1	1	X	514269487
151424852	11052464	56	M	1	0	X	514271575
151424853	11057658	52	F	1	1	X	514269604
151424855	11059277	52	F	1	1	X	514270454
151424856	11059277	56	M	1	0	X	514268812
151565574	11058668	25	M	1	2	X	514268057
151723560	11045376	70	M	1	0	X	X
151723561	11045376	66	F	1	1	X	514269684
151723562	11045950	70	M	1	0	X	X
151723565	11046262	66	F	1	1	X	514270454
151723566	11047505	70	M	1	0	X	X
151723567	11047505	66	F	1	1	X	514268346
151723570	11055904	70	M	1	0	X	X
151723573	11056513	66	F	1	1	X	514268161
151723575	11057464	66	F	1	1	X	514268752
151723580	11061842	70	M	1	0	X	X
151751126	11058035	69	F	1	0	X	X
151798094	11045719	5	F	1	2	450066968	X
151798096	11049863	7	F	1	2	450145390	X
151798097	11049863	45	M	1	1	X	514268232
151798099	11049863	42	F	1	0	X	513919343
151798101	11053200	45	M	1	1	X	514271168
151798107	11056580	42	F	1	0	X	514268553
151886595	11047157	67	F	1	1	X	X
151886597	11048788	67	F	1	1	X	X
151886598	11048788	71	M	1	0	X	X
151886604	11055474	71	M	1	0	X	X
151886605	11055765	67	F	1	1	X	X
152083608	11047570	20	M	1	2	X	514269757
152083609	11047570	32	M	1	1	X	514268289
152083610	11047570	37	F	1	0	X	X
152083612	11050958	20	M	1	2	X	514269812
152083616	11054793	20	M	1	2	X	514268752
152083618	11054793	37	F	1	0	X	X
152269015	11049947	76	F	1	0	X	X
152269016	11051953	76	F	1	0	X	X
152269017	11052107	76	F	1	0	X	X
152378720	11046880	13	M	1	2	450110845	X
152378722	11046880	40	F	1	0	X	514268323
152544211	11046682	33	M	1	1	X	514268290
152544213	11047214	13	F	1	2	450129160	X
152544214	11047214	29	F	1	0	X	514268671
152544215	11047214	33	M	1	1	X	513914802
152544216	11047214	9	M	1	2	450129160	X
152544217	11047675	13	F	1	2	450111632	X
152544222	11051025	29	F	1	0	X	514269277
152544223	11051025	33	M	1	1	X	514266458
152544224	11051025	9	M	1	2	450129160	X
152544225	11051407	13	F	1	2	450129160	X
152544226	11051407	29	F	1	0	X	514267186
152544228	11051407	9	M	1	2	450129160	X
152544230	11052317	29	F	1	0	X	514269564
152544231	11052317	33	M	1	1	X	514269445
152544232	11052317	9	M	1	2	450111632	X
152544235	11053464	33	M	1	1	X	514269786
152544238	11053630	29	F	1	0	X	514268117
152544242	11054115	29	F	1	0	X	514268808
152544245	11054886	13	F	1	2	450110701	X
152544249	11057909	13	F	1	2	450150578	X
152544252	11057909	9	M	1	2	450150578	X
152544255	11059836	33	M	1	1	X	513559277
152544257	11060140	13	F	1	2	450150577	X
152544259	11060140	33	M	1	1	X	514270818
152544261	11061313	13	F	1	2	450150577	X
152544263	11061313	33	M	1	1	X	514269174
152686277	11057007	67	F	1	0	X	X
152686279	11060523	67	F	1	0	X	X
152834363	11056533	59	F	1	1	X	513949551
152834364	11056533	64	M	1	0	X	X
152834365	11056861	59	F	1	1	X	514268737
152834366	11056861	64	M	1	0	X	X
152834368	11056937	64	M	1	0	X	X
152834369	11057598	59	F	1	1	X	514268641
152834370	11057598	64	M	1	0	X	X
152869598	11043915	62	F	1	0	X	514270862
152869599	11044478	62	F	1	0	X	514270450
152869601	11046638	62	F	1	0	X	514270510
152869602	11046661	62	F	1	0	X	514269765
152869605	11048073	62	F	1	0	X	514268294
152869610	11050885	62	F	1	0	X	514268021
152869612	11052146	62	F	1	0	X	514268169
152869615	11054254	62	F	1	0	X	514268940
152869618	11055715	62	F	1	0	X	514268289
152869619	11055921	62	F	1	0	X	514267988
152869625	11060717	62	F	1	0	X	514269162
152869626	11060728	62	F	1	0	X	513931391
152869627	11060846	62	F	1	0	X	514269361
152869628	11061332	62	F	1	0	X	514269199
152869629	11061421	62	F	1	0	X	514266379
152869630	11061540	62	F	1	0	X	514269339
152869632	11062354	62	F	1	0	X	514269199
