sp_id	sp_gq_id	age	sex
939847916	450036286	90	F
939847917	450036286	86	F
939847918	450036286	88	F
939847919	450036286	84	F
939847920	450036286	101	F
939847921	450036286	93	F
939847922	450036286	70	F
939847923	450036286	66	F
939847924	450036286	87	F
939847925	450036286	90	F
939847926	450036286	88	F
939847927	450036286	90	F
939847928	450036286	89	F
939847929	450036286	97	F
939847930	450036286	93	F
939847931	450036286	95	F
939847932	450036286	84	F
939847933	450036286	85	F
939847934	450036286	97	F
939847935	450036286	89	F
939847936	450036286	85	F
939847937	450036286	85	F
939847938	450036286	103	F
939847939	450036286	87	F
939847940	450036286	83	F
939847941	450036286	76	F
939847942	450036286	70	F
939847943	450036286	88	F
939847944	450036286	86	F
939847945	450036286	67	F
939847946	450036286	84	F
939847947	450036286	94	F
939847948	450036286	96	F
939847949	450036286	88	F
939847950	450036286	90	F
939847951	450036286	78	F
939847952	450036286	69	F
939847953	450036286	71	F
939847954	450036286	80	F
939847955	450036286	90	F
939847956	450036286	98	F
939847957	450036286	87	F
939847958	450036286	86	F
939847959	450036286	93	F
939847960	450036286	100	F
939847961	450036286	89	F
939847962	450036286	85	F
939847963	450036286	86	F
939847964	450036286	81	F
939847965	450036286	90	F
939847966	450036286	84	F
939847967	450036286	85	F
939847968	450036286	86	F
939847969	450036286	94	F
939847970	450036286	89	F
939847971	450036286	81	F
939847972	450036286	81	F
939847973	450036286	87	F
939847974	450036286	81	F
939847975	450036286	84	F
939847976	450036286	80	F
939847977	450036286	86	F
939847978	450036286	100	F
939847979	450036286	87	F
939847980	450036286	76	F
939847981	450036286	89	F
939847982	450036286	92	F
939847983	450036286	85	F
939847984	450036286	71	F
939847985	450036286	90	F
939847986	450036286	89	F
939847987	450036286	95	F
939847988	450036286	88	F
939847989	450036286	90	F
939847990	450036286	90	F
939847991	450036286	87	F
939847992	450036286	66	F
939847993	450036286	90	F
939847994	450036286	96	F
939847995	450036286	81	F
939847996	450036286	76	F
939847997	450036286	79	F
939847998	450036286	86	F
939847999	450036286	81	F
939848000	450036286	93	F
939848001	450036286	81	F
939848002	450036286	86	F
939848003	450036286	83	F
939848004	450036286	89	F
939848005	450036286	86	F
939848006	450036286	84	F
939848007	450036286	88	F
939848008	450036286	99	F
939848009	450036286	80	F
939848010	450036286	78	F
939848011	450036286	85	F
939848012	450036286	87	F
939848013	450036286	87	F
939848014	450036286	74	F
939848015	450036286	77	F
939848016	450036286	76	F
939848017	450036286	89	F
939848018	450036286	89	F
940606539	450036286	68	M
940606538	450036286	75	M
940606537	450036286	68	M
940606536	450036286	78	M
939358275	450036286	50	F
939358273	450036286	57	F
940086209	450042388	87	F
940086208	450042388	77	F
940086207	450042388	81	F
940086206	450042388	98	F
940086205	450042388	88	F
940086204	450042388	78	F
940086203	450042388	82	F
940086202	450042388	95	F
940086201	450042388	95	F
940086200	450042388	78	F
940086199	450042388	85	F
940384680	450042388	59	M
940086181	450042388	78	F
940086198	450042388	89	F
940086180	450042388	82	F
940086185	450042388	99	F
940086184	450042388	78	F
940086183	450042388	105	F
940086187	450042388	86	F
940086186	450042388	84	F
940086197	450042388	69	F
940086196	450042388	89	F
940086195	450042388	79	F
940086194	450042388	76	F
940086193	450042388	70	F
940086192	450042388	80	F
939320973	450042388	45	F
939320972	450042388	58	F
939320971	450042388	50	F
939320970	450042388	56	F
939320969	450042388	61	F
940086191	450042388	90	F
940086301	450042388	92	F
940086300	450042388	81	F
940086299	450042388	66	F
940086298	450042388	98	F
940086297	450042388	89	F
940086296	450042388	97	F
940086295	450042388	84	F
940086294	450042388	88	F
940086293	450042388	66	F
940086292	450042388	86	F
940086291	450042388	87	F
940086290	450042388	76	F
940086289	450042388	97	F
940086288	450042388	78	F
940086287	450042388	83	F
940086286	450042388	89	F
940086285	450042388	67	F
940086284	450042388	95	F
940086283	450042388	79	F
940086282	450042388	80	F
940086281	450042388	77	F
940086280	450042388	78	F
940086279	450042388	100	F
940086278	450042388	89	F
940086277	450042388	97	F
940086276	450042388	87	F
940086275	450042388	80	F
940086274	450042388	88	F
940086273	450042388	89	F
940086272	450042388	90	F
940086271	450042388	85	F
940086270	450042388	79	F
940086269	450042388	91	F
940086268	450042388	87	F
940086267	450042388	77	F
940086266	450042388	86	F
940086265	450042388	78	F
940086264	450042388	88	F
940086263	450042388	104	F
940086262	450042388	94	F
940086261	450042388	93	F
940086260	450042388	92	F
940086259	450042388	73	F
940086258	450042388	89	F
940086257	450042388	70	F
940086256	450042388	71	F
940086255	450042388	86	F
940086254	450042388	76	F
940086253	450042388	75	F
940086252	450042388	88	F
940086251	450042388	81	F
940086250	450042388	81	F
940086249	450042388	78	F
940086248	450042388	85	F
940699230	450042388	78	M
940699231	450042388	80	M
940699232	450042388	68	M
940699233	450042388	80	M
940699234	450042388	79	M
940699235	450042388	67	M
940699236	450042388	71	M
940699237	450042388	80	M
940699238	450042388	66	M
940699239	450042388	66	M
940699240	450042388	88	M
940699241	450042388	80	M
940699242	450042388	65	M
940699243	450042388	85	M
940699244	450042388	76	M
940699245	450042388	80	M
940699246	450042388	70	M
940699247	450042388	90	M
940699248	450042388	80	M
940699249	450042388	77	M
940699250	450042388	70	M
940699251	450042388	68	M
940699252	450042388	83	M
940699253	450042388	71	M
940699254	450042388	81	M
940699255	450042388	84	M
940699256	450042388	88	M
940699257	450042388	69	M
940086247	450042388	94	F
940086246	450042388	87	F
940086245	450042388	89	F
940086244	450042388	87	F
940699258	450042388	66	M
940699259	450042388	78	M
940699260	450042388	84	M
940086243	450042388	88	F
940086242	450042388	87	F
940086241	450042388	89	F
940086240	450042388	86	F
940086239	450042388	85	F
940086238	450042388	85	F
940086237	450042388	93	F
940086236	450042388	85	F
940086235	450042388	87	F
940086234	450042388	83	F
940086233	450042388	77	F
940086232	450042388	78	F
940086231	450042388	79	F
940086230	450042388	66	F
940086229	450042388	91	F
940086228	450042388	79	F
940086227	450042388	88	F
940086226	450042388	92	F
940086225	450042388	94	F
940086224	450042388	98	F
940086223	450042388	73	F
940086222	450042388	98	F
940086221	450042388	88	F
940086220	450042388	79	F
940086219	450042388	76	F
940086218	450042388	89	F
940086217	450042388	80	F
940086190	450042388	87	F
940086189	450042388	86	F
940086188	450042388	80	F
940086182	450042388	95	F
940086216	450042388	80	F
940086215	450042388	76	F
940086214	450042388	97	F
940086213	450042388	75	F
940086212	450042388	83	F
940086211	450042388	68	F
940086210	450042388	92	F
940213069	450046399	90	F
940409323	450046399	55	M
940213141	450046399	84	F
940213140	450046399	80	F
940213139	450046399	85	F
940213138	450046399	80	F
940213137	450046399	78	F
940213136	450046399	85	F
940213135	450046399	85	F
940213134	450046399	87	F
940213133	450046399	100	F
940213132	450046399	84	F
940213131	450046399	76	F
940213130	450046399	96	F
940213129	450046399	81	F
940213128	450046399	86	F
940213127	450046399	76	F
940213126	450046399	77	F
940213125	450046399	74	F
940213124	450046399	90	F
940213123	450046399	70	F
940213122	450046399	86	F
940213121	450046399	77	F
940213120	450046399	86	F
940213119	450046399	87	F
940213118	450046399	90	F
940213117	450046399	79	F
940213116	450046399	81	F
940213115	450046399	88	F
940213114	450046399	87	F
940213113	450046399	94	F
940213112	450046399	88	F
940213111	450046399	78	F
940213110	450046399	75	F
940213109	450046399	103	F
940213108	450046399	102	F
940213107	450046399	88	F
940213106	450046399	69	F
940213105	450046399	80	F
940213104	450046399	77	F
940213103	450046399	97	F
940213102	450046399	85	F
940213101	450046399	75	F
940213100	450046399	89	F
940213099	450046399	70	F
940213098	450046399	78	F
940213097	450046399	76	F
940213096	450046399	104	F
940213095	450046399	86	F
940213094	450046399	79	F
940213093	450046399	95	F
940213092	450046399	81	F
940213091	450046399	96	F
940213090	450046399	88	F
940213089	450046399	85	F
940213088	450046399	90	F
940213087	450046399	82	F
940213086	450046399	95	F
940213085	450046399	81	F
940213084	450046399	90	F
940213083	450046399	94	F
940213082	450046399	95	F
940213081	450046399	82	F
940213080	450046399	85	F
940213079	450046399	88	F
940213078	450046399	69	F
940213077	450046399	78	F
940753852	450046399	100	M
940213076	450046399	77	F
940213075	450046399	76	F
940213074	450046399	86	F
940213073	450046399	88	F
940213072	450046399	76	F
940213071	450046399	72	F
940213070	450046399	85	F
940213068	450046399	75	F
940213067	450046399	76	F
940213066	450046399	89	F
940213065	450046399	77	F
940213064	450046399	68	F
940213063	450046399	90	F
940213062	450046399	92	F
940213061	450046399	94	F
940213060	450046399	89	F
940213059	450046399	85	F
940213058	450046399	84	F
940213057	450046399	88	F
940213056	450046399	97	F
940213055	450046399	95	F
940213054	450046399	87	F
940213053	450046399	82	F
940213052	450046399	88	F
940213051	450046399	82	F
940213050	450046399	75	F
940213049	450046399	75	F
940213048	450046399	93	F
940213047	450046399	85	F
940213046	450046399	87	F
940213045	450046399	80	F
940213044	450046399	94	F
940213043	450046399	90	F
940213042	450046399	83	F
940213041	450046399	83	F
940213040	450046399	90	F
940213039	450046399	87	F
940213038	450046399	95	F
940213037	450046399	89	F
940753853	450046399	83	M
940753854	450046399	87	M
940753855	450046399	92	M
940753856	450046399	68	M
940753857	450046399	74	M
940753858	450046399	75	M
940753859	450046399	82	M
940213036	450046399	94	F
940213035	450046399	76	F
940213034	450046399	88	F
940213033	450046399	85	F
940213032	450046399	70	F
940213031	450046399	75	F
940213030	450046399	77	F
940213029	450046399	97	F
940213028	450046399	87	F
940213027	450046399	80	F
940213026	450046399	76	F
940213025	450046399	67	F
940213024	450046399	88	F
940213023	450046399	80	F
940213022	450046399	87	F
940213021	450046399	85	F
940213020	450046399	85	F
940213019	450046399	90	F
940213018	450046399	89	F
940213017	450046399	95	F
940213016	450046399	98	F
940213015	450046399	90	F
940213014	450046399	89	F
940753860	450046399	88	M
940753861	450046399	85	M
940753862	450046399	81	M
938298903	450003905	18	F
938298901	450003905	20	F
938298900	450003905	19	F
938298899	450003905	19	F
938298898	450003905	23	F
938298790	450003905	21	F
938298875	450003905	18	F
938298874	450003905	23	F
938298873	450003905	19	F
938298872	450003905	18	F
938298871	450003905	23	F
938298870	450003905	19	F
938298869	450003905	19	F
938298868	450003905	23	F
938298867	450003905	21	F
938298866	450003905	21	F
938298865	450003905	20	F
938298864	450003905	20	F
938298863	450003905	20	F
938298862	450003905	19	F
938298861	450003905	22	F
938298860	450003905	19	F
938298859	450003905	20	F
938298858	450003905	19	F
938298857	450003905	22	F
938298856	450003905	24	F
938298855	450003905	21	F
938298854	450003905	19	F
938298853	450003905	19	F
938298852	450003905	24	F
938298851	450003905	20	F
938298850	450003905	18	F
938298849	450003905	23	F
938298848	450003905	19	F
938298847	450003905	18	F
938298846	450003905	22	F
938298845	450003905	19	F
938298844	450003905	20	F
938298843	450003905	21	F
938298842	450003905	22	F
938298841	450003905	21	F
938298840	450003905	21	F
938298839	450003905	19	F
938298838	450003905	18	F
938298837	450003905	18	F
938298836	450003905	21	F
938298835	450003905	21	F
938298834	450003905	23	F
938298833	450003905	19	F
938298832	450003905	18	F
938298831	450003905	19	F
938298830	450003905	27	F
938298829	450003905	18	F
938298828	450003905	21	F
938298827	450003905	18	F
938298826	450003905	18	F
938298825	450003905	18	F
938298824	450003905	18	F
938298823	450003905	24	F
938298822	450003905	21	F
938298821	450003905	24	F
938298820	450003905	18	F
938298819	450003905	22	F
938298818	450003905	19	F
938298817	450003905	20	F
938298816	450003905	18	F
938298815	450003905	19	F
938298814	450003905	21	F
938298813	450003905	21	F
938298812	450003905	21	F
938298811	450003905	23	F
938298810	450003905	21	F
938298809	450003905	22	F
938298808	450003905	19	F
938298807	450003905	19	F
938298806	450003905	20	F
938298805	450003905	20	F
938298804	450003905	19	F
938298803	450003905	21	F
938298802	450003905	19	F
938298801	450003905	19	F
938298800	450003905	27	F
938298799	450003905	18	F
938298798	450003905	19	F
938298797	450003905	19	F
938298935	450003905	22	F
938298934	450003905	19	F
938298933	450003905	19	F
938298932	450003905	21	F
938298796	450003905	19	F
938298795	450003905	20	F
938298794	450003905	19	F
938298793	450003905	23	F
938298792	450003905	18	F
938298791	450003905	20	F
938298931	450003905	18	F
938298930	450003905	22	F
938298929	450003905	22	F
938298928	450003905	18	F
938298927	450003905	19	F
938298926	450003905	19	F
938298925	450003905	24	F
938298705	450003905	21	M
938298706	450003905	20	M
938298707	450003905	23	M
938298708	450003905	22	F
938298709	450003905	19	F
938298710	450003905	20	F
938298711	450003905	18	F
938298712	450003905	19	F
938298713	450003905	26	F
938298714	450003905	18	F
938298715	450003905	19	F
938298924	450003905	20	F
938298923	450003905	18	F
938298922	450003905	18	F
938298921	450003905	19	F
938298920	450003905	19	F
938298919	450003905	18	F
938298918	450003905	18	F
938298917	450003905	21	F
938298916	450003905	23	F
938298915	450003905	19	F
938298914	450003905	21	F
938298913	450003905	21	F
938298912	450003905	18	F
938298911	450003905	19	F
938298910	450003905	19	F
938298909	450003905	21	F
938298908	450003905	23	F
938298907	450003905	19	F
938298906	450003905	24	F
938298905	450003905	19	F
938298904	450003905	20	F
938298902	450003905	18	F
938298789	450003905	19	F
938298788	450003905	24	F
938298787	450003905	27	F
938298786	450003905	19	F
938298785	450003905	22	F
938298784	450003905	23	F
938298783	450003905	18	F
938298782	450003905	19	F
938298781	450003905	24	F
938298780	450003905	22	F
938298779	450003905	18	F
938298778	450003905	22	F
938298777	450003905	20	F
938298776	450003905	18	F
938298775	450003905	18	F
938298774	450003905	37	F
938298773	450003905	18	F
938298772	450003905	23	F
938298771	450003905	23	F
938298770	450003905	18	F
938298769	450003905	18	F
938298768	450003905	18	F
938298767	450003905	23	F
938298766	450003905	18	F
938298765	450003905	18	F
938298764	450003905	19	F
938298763	450003905	18	F
938298762	450003905	21	F
938298761	450003905	21	F
938298760	450003905	19	F
938298759	450003905	22	F
938298758	450003905	21	F
938298757	450003905	19	F
938298756	450003905	19	F
938298755	450003905	19	F
938298754	450003905	19	F
938298753	450003905	28	F
938298752	450003905	18	F
938298751	450003905	19	F
938298750	450003905	19	F
938298749	450003905	19	F
938298748	450003905	25	F
938298747	450003905	21	F
938298746	450003905	19	F
938298745	450003905	18	F
938298744	450003905	20	F
938298743	450003905	21	F
938298742	450003905	18	F
938298741	450003905	21	F
938298740	450003905	24	F
938298739	450003905	19	F
938298738	450003905	19	F
938298737	450003905	20	F
938298736	450003905	22	F
938298735	450003905	19	F
938298734	450003905	18	F
938298733	450003905	21	F
938298732	450003905	18	F
938298582	450003905	17	M
938298583	450003905	17	M
938298584	450003905	21	M
938298585	450003905	19	M
938298586	450003905	22	M
938298587	450003905	19	M
938298588	450003905	19	M
938298589	450003905	19	M
938298590	450003905	20	M
938298591	450003905	24	M
938298592	450003905	18	M
938298593	450003905	22	M
938298594	450003905	21	M
938298595	450003905	19	M
938298596	450003905	19	M
938298597	450003905	25	M
938298598	450003905	19	M
938298599	450003905	22	M
938298600	450003905	20	M
938298601	450003905	21	M
938298602	450003905	19	M
938298603	450003905	23	M
938298604	450003905	22	M
938298605	450003905	23	M
938298606	450003905	19	M
938298607	450003905	22	M
938298608	450003905	29	M
938298609	450003905	19	M
938298610	450003905	19	M
938298611	450003905	20	M
938298612	450003905	20	M
938298613	450003905	19	M
938298614	450003905	19	M
938298615	450003905	18	M
938298616	450003905	18	M
938298617	450003905	19	M
938298618	450003905	20	M
938298619	450003905	19	M
938298620	450003905	21	M
938298621	450003905	19	M
938298622	450003905	19	M
938298623	450003905	21	M
938298624	450003905	18	M
938298625	450003905	23	M
938298626	450003905	20	M
938298627	450003905	19	M
938298628	450003905	18	M
938298629	450003905	19	M
938298630	450003905	19	M
938298631	450003905	23	M
938298632	450003905	19	M
938298633	450003905	20	M
938298634	450003905	20	M
938298635	450003905	19	M
938298636	450003905	29	M
938298637	450003905	23	M
938298638	450003905	19	M
938298639	450003905	23	M
938298640	450003905	19	M
938298641	450003905	21	M
938298642	450003905	20	M
938298643	450003905	18	M
938298644	450003905	19	M
938298645	450003905	23	M
938298646	450003905	20	M
938298647	450003905	21	M
938298731	450003905	21	F
938298648	450003905	19	M
938298649	450003905	22	M
938298650	450003905	19	M
938298730	450003905	21	F
938298729	450003905	18	F
938298728	450003905	21	F
938298727	450003905	23	F
938298726	450003905	18	F
938298651	450003905	19	M
938298652	450003905	22	M
938298653	450003905	19	M
938298654	450003905	19	M
938298655	450003905	21	M
938298656	450003905	24	M
938298657	450003905	21	M
938298658	450003905	19	M
938298659	450003905	18	M
938298660	450003905	24	M
938298661	450003905	21	M
938298662	450003905	21	M
938298663	450003905	24	M
938298664	450003905	19	M
938298665	450003905	19	M
938298666	450003905	18	M
938298897	450003905	18	F
938298896	450003905	18	F
938298895	450003905	23	F
938298894	450003905	24	F
938298667	450003905	19	M
938298668	450003905	20	M
938298669	450003905	20	M
938298670	450003905	18	M
938298671	450003905	18	M
938298672	450003905	19	M
938298673	450003905	20	M
938298674	450003905	23	M
938298675	450003905	18	M
938298676	450003905	20	M
938298677	450003905	22	M
938298678	450003905	19	M
938298679	450003905	18	M
938298680	450003905	19	M
938298681	450003905	20	M
938298682	450003905	26	M
938298683	450003905	19	M
938298684	450003905	28	M
938298685	450003905	21	M
938298686	450003905	23	M
938298687	450003905	29	M
938298688	450003905	24	M
938298725	450003905	19	F
938298724	450003905	19	F
938298723	450003905	19	F
938298722	450003905	20	F
938298721	450003905	22	F
938298689	450003905	19	M
938298690	450003905	19	M
938298691	450003905	19	M
938298720	450003905	25	F
938298719	450003905	18	F
938298692	450003905	18	M
938298693	450003905	21	M
938298694	450003905	20	M
938298695	450003905	19	M
938298696	450003905	19	M
938298697	450003905	19	M
938298698	450003905	20	M
938298699	450003905	19	M
938298700	450003905	22	M
938298701	450003905	21	M
938298702	450003905	18	M
938298703	450003905	18	M
938298704	450003905	19	M
938298893	450003905	24	F
938298892	450003905	18	F
938298891	450003905	20	F
938298890	450003905	22	F
938298889	450003905	22	F
938298888	450003905	23	F
938298887	450003905	21	F
938298886	450003905	18	F
938298885	450003905	19	F
938298884	450003905	19	F
938298883	450003905	18	F
938298882	450003905	22	F
938298881	450003905	19	F
938298880	450003905	19	F
938298716	450003905	21	F
938298717	450003905	21	F
938298718	450003905	24	F
938298879	450003905	18	F
938298878	450003905	19	F
938298877	450003905	19	F
938298876	450003905	20	F
939847877	450036287	83	F
940606486	450036287	65	M
940606487	450036287	66	M
940606488	450036287	65	M
940606489	450036287	90	M
940606490	450036287	78	M
940606491	450036287	82	M
940606492	450036287	77	M
939847867	450036287	88	F
939847888	450036287	90	F
939358266	450036287	58	F
939358265	450036287	57	F
939358264	450036287	61	F
939847868	450036287	83	F
939358263	450036287	60	F
939847860	450036287	90	F
939847861	450036287	99	F
939847869	450036287	88	F
939847870	450036287	74	F
939847871	450036287	96	F
939847872	450036287	74	F
939847873	450036287	85	F
940352470	450036287	62	M
940352469	450036287	55	M
940352468	450036287	61	M
940352467	450036287	32	M
940352466	450036287	60	M
940352465	450036287	55	M
939847883	450036287	98	F
939847874	450036287	79	F
939847875	450036287	83	F
939847876	450036287	65	F
939847878	450036287	90	F
939847879	450036287	78	F
939847880	450036287	75	F
939847881	450036287	87	F
939847891	450036287	70	F
939847890	450036287	86	F
939847889	450036287	80	F
939847882	450036287	78	F
939847884	450036287	90	F
939847885	450036287	93	F
939847886	450036287	78	F
939847887	450036287	89	F
939847862	450036287	73	F
939847863	450036287	80	F
939847864	450036287	88	F
939847865	450036287	78	F
939847866	450036287	76	F
939847859	450036287	71	F
940606481	450036287	73	M
940606482	450036287	80	M
940606483	450036287	98	M
940606484	450036287	84	M
940606485	450036287	72	M
939956740	450039015	87	F
939956738	450039015	75	F
939956733	450039015	82	F
939956716	450039015	91	F
939956715	450039015	104	F
939956713	450039015	78	F
939956712	450039015	76	F
939956711	450039015	75	F
939956710	450039015	89	F
939956709	450039015	87	F
940649013	450039015	90	M
940649014	450039015	83	M
940649015	450039015	76	M
940649016	450039015	77	M
940649017	450039015	77	M
940649018	450039015	100	M
940649019	450039015	93	M
940649020	450039015	76	M
940649021	450039015	77	M
940649022	450039015	80	M
940649023	450039015	87	M
940649012	450039015	82	M
939956741	450039015	88	F
939956739	450039015	71	F
939956737	450039015	80	F
939334570	450039015	49	F
940367846	450039015	45	M
940367845	450039015	55	M
939334571	450039015	62	F
939334572	450039015	51	F
940367844	450039015	28	M
940367843	450039015	30	M
940367842	450039015	31	M
939956736	450039015	87	F
939956735	450039015	92	F
939956731	450039015	97	F
939956730	450039015	79	F
939956729	450039015	85	F
939956728	450039015	81	F
939956727	450039015	93	F
939956726	450039015	79	F
939956732	450039015	99	F
939956734	450039015	87	F
939956725	450039015	84	F
939956714	450039015	85	F
939956724	450039015	76	F
939956723	450039015	102	F
939956722	450039015	85	F
939956721	450039015	84	F
939956720	450039015	90	F
939956719	450039015	84	F
939956718	450039015	88	F
939956717	450039015	86	F
940753835	450046400	78	M
940212997	450046400	71	F
939300450	450046400	49	F
940409316	450046400	57	M
940753839	450046400	90	M
940753840	450046400	87	M
939300451	450046400	61	F
939300449	450046400	53	F
940409313	450046400	63	M
940212990	450046400	90	F
940212992	450046400	89	F
940212991	450046400	82	F
940753836	450046400	67	M
940409315	450046400	37	M
940409314	450046400	64	M
940753837	450046400	73	M
940753838	450046400	90	M
940212993	450046400	93	F
940212994	450046400	95	F
940212995	450046400	84	F
940212996	450046400	76	F
939956757	450039016	95	F
940649070	450039016	76	M
940649069	450039016	87	M
940649068	450039016	68	M
940649067	450039016	78	M
940649066	450039016	76	M
940649065	450039016	70	M
940649064	450039016	101	M
940649063	450039016	91	M
940649062	450039016	80	M
940649061	450039016	71	M
940649060	450039016	79	M
940649059	450039016	73	M
940649058	450039016	81	M
940649057	450039016	84	M
940649056	450039016	86	M
940649055	450039016	104	M
940649054	450039016	72	M
940649053	450039016	85	M
940649052	450039016	72	M
940649051	450039016	91	M
940649050	450039016	82	M
940649049	450039016	79	M
940649048	450039016	78	M
939956799	450039016	98	F
939956800	450039016	98	F
939956801	450039016	85	F
939956802	450039016	96	F
939956803	450039016	85	F
939956804	450039016	85	F
939956805	450039016	88	F
939956806	450039016	89	F
939956807	450039016	98	F
939956808	450039016	72	F
939956809	450039016	88	F
939956810	450039016	85	F
939956811	450039016	84	F
939956812	450039016	83	F
939956813	450039016	79	F
939956814	450039016	82	F
939956815	450039016	89	F
939956816	450039016	93	F
939956817	450039016	86	F
939956818	450039016	90	F
939956819	450039016	96	F
939956820	450039016	90	F
939956821	450039016	77	F
939956822	450039016	91	F
939956823	450039016	80	F
939956824	450039016	91	F
939956825	450039016	76	F
939956826	450039016	83	F
939956827	450039016	92	F
939956828	450039016	82	F
939956829	450039016	75	F
939956830	450039016	86	F
939956831	450039016	90	F
939956832	450039016	70	F
939956833	450039016	72	F
939956834	450039016	80	F
939956835	450039016	76	F
939956836	450039016	74	F
939956837	450039016	98	F
939956838	450039016	86	F
939956839	450039016	85	F
939956840	450039016	69	F
939956841	450039016	101	F
939956842	450039016	102	F
939956843	450039016	82	F
939956844	450039016	89	F
939956845	450039016	93	F
939956846	450039016	97	F
939956847	450039016	101	F
939956848	450039016	86	F
939956849	450039016	81	F
939956850	450039016	89	F
939956851	450039016	96	F
939956852	450039016	68	F
939956853	450039016	93	F
939956854	450039016	91	F
939956855	450039016	74	F
939956856	450039016	98	F
939956857	450039016	87	F
939956858	450039016	89	F
939956859	450039016	88	F
939956860	450039016	66	F
939956861	450039016	71	F
939956862	450039016	89	F
939956863	450039016	83	F
939956864	450039016	87	F
939956865	450039016	92	F
939956866	450039016	77	F
939956867	450039016	83	F
939956868	450039016	90	F
939956869	450039016	102	F
939956870	450039016	83	F
939956871	450039016	78	F
939956872	450039016	92	F
939956873	450039016	98	F
939956874	450039016	85	F
939956875	450039016	86	F
939956876	450039016	97	F
939956877	450039016	89	F
939956878	450039016	93	F
939956879	450039016	82	F
939956880	450039016	99	F
939956881	450039016	82	F
939956882	450039016	77	F
939956883	450039016	78	F
939956884	450039016	85	F
939956885	450039016	70	F
939956886	450039016	85	F
939956887	450039016	79	F
939956888	450039016	87	F
939956889	450039016	87	F
939956890	450039016	69	F
939956891	450039016	88	F
939956892	450039016	89	F
939956893	450039016	65	F
939956894	450039016	86	F
939956895	450039016	94	F
939956896	450039016	86	F
939956897	450039016	84	F
939956898	450039016	89	F
939956899	450039016	82	F
939956900	450039016	90	F
939956901	450039016	87	F
939956902	450039016	89	F
939956903	450039016	81	F
939956904	450039016	82	F
939956905	450039016	76	F
939956906	450039016	82	F
939956907	450039016	87	F
939956908	450039016	86	F
939956909	450039016	78	F
939956910	450039016	87	F
939956911	450039016	101	F
940649024	450039016	71	M
940649025	450039016	65	M
940649026	450039016	79	M
940649027	450039016	79	M
939956797	450039016	89	F
939956796	450039016	78	F
939956795	450039016	89	F
940649028	450039016	85	M
940649029	450039016	90	M
939334573	450039016	57	F
939334574	450039016	60	F
939334575	450039016	55	F
939334576	450039016	64	F
939334577	450039016	59	F
939334578	450039016	36	F
939334579	450039016	44	F
939334580	450039016	57	F
940649030	450039016	94	M
940649031	450039016	90	M
940649032	450039016	90	M
940649033	450039016	91	M
940649034	450039016	77	M
940649035	450039016	85	M
940649036	450039016	72	M
940649037	450039016	80	M
940649038	450039016	98	M
940649039	450039016	86	M
940649040	450039016	69	M
940649041	450039016	90	M
940649042	450039016	79	M
940649043	450039016	78	M
939956794	450039016	85	F
939956793	450039016	99	F
939956792	450039016	75	F
939956791	450039016	98	F
939956790	450039016	90	F
939956789	450039016	69	F
939956788	450039016	81	F
939956787	450039016	92	F
939956786	450039016	98	F
939956785	450039016	66	F
939956784	450039016	85	F
939956783	450039016	86	F
939956782	450039016	87	F
939956781	450039016	104	F
939956780	450039016	101	F
939956779	450039016	79	F
939956778	450039016	81	F
939956777	450039016	91	F
939956776	450039016	90	F
939956775	450039016	89	F
939956774	450039016	86	F
939956773	450039016	88	F
939956772	450039016	85	F
939956771	450039016	101	F
939956770	450039016	98	F
939956769	450039016	89	F
939956768	450039016	75	F
939956767	450039016	78	F
939956766	450039016	77	F
939956765	450039016	71	F
939956764	450039016	88	F
939956763	450039016	80	F
939956762	450039016	75	F
939956761	450039016	88	F
939956760	450039016	75	F
939956759	450039016	89	F
939956758	450039016	81	F
939956756	450039016	65	F
939956755	450039016	103	F
939956754	450039016	96	F
939956753	450039016	90	F
939956752	450039016	88	F
939956751	450039016	78	F
939956750	450039016	79	F
939956749	450039016	68	F
939956748	450039016	95	F
939956747	450039016	74	F
939956746	450039016	76	F
939956745	450039016	78	F
939956744	450039016	88	F
939956743	450039016	85	F
939956742	450039016	92	F
940649044	450039016	71	M
940649045	450039016	100	M
940649046	450039016	93	M
940649047	450039016	73	M
940649075	450039016	98	M
939956798	450039016	97	F
940649074	450039016	77	M
940649073	450039016	85	M
940649072	450039016	84	M
940649071	450039016	88	M
940367850	450039016	60	M
940367849	450039016	43	M
940367848	450039016	58	M
940367847	450039016	36	M
939848754	450036288	87	F
939848770	450036288	84	F
940352627	450036288	61	M
940352626	450036288	59	M
940352625	450036288	54	M
940352624	450036288	48	M
940352623	450036288	28	M
940352622	450036288	40	M
940352621	450036288	42	M
940352620	450036288	29	M
940352619	450036288	55	M
940352618	450036288	43	M
940352617	450036288	59	M
940352616	450036288	59	M
940352615	450036288	43	M
940352614	450036288	57	M
940352613	450036288	63	M
940352612	450036288	54	M
940352611	450036288	64	M
940352610	450036288	58	M
940352609	450036288	51	M
940352608	450036288	45	M
940352607	450036288	34	M
939334980	450036288	45	F
939334981	450036288	18	F
939334982	450036288	64	F
939334983	450036288	35	F
939334984	450036288	45	F
939344466	450036288	35	F
939353989	450036288	25	F
939353990	450036288	55	F
939353991	450036288	59	F
939353992	450036288	38	F
939353993	450036288	63	F
939353994	450036288	42	F
939353995	450036288	44	F
939353996	450036288	62	F
939353997	450036288	62	F
939353998	450036288	48	F
939353999	450036288	62	F
